date,returns,turnover
2010-05-31,-0.02994712135249449,0.33333333333333337
2010-06-30,0.03694204045870551,0.44444444444444453
2010-07-31,-0.024265672662255502,0.2222222222222222
2010-08-31,0.020087503985169508,0.2222222222222222
2010-09-30,0.02854111431856846,0.33333333333333337
2010-10-31,0.06400388200533283,0.33333333333333337
2010-11-30,-0.061646286151043166,0.33333333333333337
2010-12-31,0.013582327882830437,0.33333333333333337
2011-01-31,0.023762976570325438,0.0
2011-02-28,0.04768629547920661,0.2222222222222222
2011-03-31,-0.025845894002426227,0.1111111111111111
2011-04-30,0.003670938579947871,0.33333333333333337
2011-05-31,0.0463647682596888,0.33333333333333337
2011-06-30,-0.06438503231583657,0.1111111111111111
2011-07-31,-0.00021776973585943684,0.2222222222222222
2011-08-31,0.03947532093691206,0.33333333333333337
2011-09-30,-0.09369335309225695,0.33333333333333337
2011-10-31,0.11428211746696472,0.2222222222222222
2011-11-30,0.0015582171739962655,0.2222222222222222
2011-12-31,-0.14472528856872036,0.2222222222222222
2012-01-31,-0.006724338764487437,0.33333333333333337
2012-02-29,-0.02233247644660741,0.33333333333333337
2012-03-31,0.07290814204982769,0.2222222222222222
2012-04-30,0.07995398553465018,0.2222222222222222
2012-05-31,-0.0156701985787589,0.33333333333333337
2012-06-30,0.006626336665070589,0.4444444444444444
2012-07-31,-0.034143325002746264,0.2222222222222222
2012-08-31,-0.022947991708307604,0.33333333333333337
2012-09-30,-0.03433629290180828,0.44444444444444453
2012-10-31,0.010831614643313144,0.33333333333333337
2012-11-30,-0.053091046418667846,0.2222222222222222
2012-12-31,-0.04644269104677287,0.2222222222222222
2013-01-31,-0.004142437148067831,0.33333333333333337
2013-02-28,0.00947864996103556,0.3333333333333333
2013-03-31,-0.0027430487046306725,0.2222222222222222
2013-04-30,-0.05268809253519106,0.3333333333333333
2013-05-31,-0.011448745373290301,0.44444444444444453
2013-06-30,0.05271929181725368,0.5555555555555556
2013-07-31,-0.020368291574929642,0.33333333333333337
2013-08-31,0.029483480016088574,0.33333333333333337
2013-09-30,0.007482352335187812,0.1111111111111111
2013-10-31,0.0005535376884157326,0.2222222222222222
2013-11-30,0.0011463993752207267,0.33333333333333337
2013-12-31,0.035851764810508634,0.33333333333333337
2014-01-31,3.106907467142971e-05,0.1111111111111111
2014-02-28,-0.015857238656570218,0.33333333333333337
2014-03-31,-0.07933657516669272,0.2222222222222222
2014-04-30,0.012908905877384141,0.33333333333333337
2014-05-31,0.008510381369432876,0.44444444444444453
2014-06-30,-0.0549153570309023,0.33333333333333337
2014-07-31,0.0014361620181268706,0.33333333333333337
2014-08-31,-0.012057735149947962,0.5555555555555557
2014-09-30,0.016709761176362917,0.44444444444444453
2014-10-31,0.007857892943314944,0.33333333333333337
2014-11-30,-0.02344284131121584,0.44444444444444453
2014-12-31,0.08147914144468536,0.33333333333333337
2015-01-31,-0.010795538886271765,0.0
2015-02-28,0.0387942531891004,0.2222222222222222
2015-03-31,-0.0963915461497762,0.2222222222222222
2015-04-30,0.01548816071379676,0.1111111111111111
2015-05-31,0.03959198022622246,0.33333333333333337
2015-06-30,0.06281152062581086,0.1111111111111111
2015-07-31,0.011976399271764054,0.1111111111111111
2015-08-31,0.028739839181612797,0.2222222222222222
2015-09-30,-0.034033237517961265,0.2222222222222222
2015-10-31,0.016265858217975437,0.1111111111111111
2015-11-30,0.024045284791871416,0.33333333333333337
2015-12-31,0.01775231408441757,0.2222222222222222
2016-01-31,-0.07474653922006651,0.33333333333333337
2016-02-29,-0.04418548166401535,0.33333333333333337
2016-03-31,-0.04388913966652648,0.2222222222222222
2016-04-30,-0.015152637105549479,0.1111111111111111
2016-05-31,0.09349983436804984,0.44444444444444453
2016-06-30,-0.10277968054062889,0.1111111111111111
2016-07-31,-0.04796152206951655,0.33333333333333337
2016-08-31,0.0061761582690799885,0.5555555555555557
2016-09-30,-0.05446064316350141,0.2222222222222222
2016-10-31,-0.11886972305344885,0.33333333333333337
2016-11-30,-0.003331858854633705,0.44444444444444453
2016-12-31,-0.04782417307259509,0.6666666666666669
2017-01-31,-0.0009577354951644953,0.2222222222222222
2017-02-28,-0.009385663684478674,0.44444444444444453
2017-03-31,0.013848270234768511,0.33333333333333337
2017-04-30,-0.025764481562351067,0.1111111111111111
2017-05-31,0.028122643856494076,0.33333333333333337
2017-06-30,0.011476244706918192,0.2222222222222222
2017-07-31,0.020114158693059186,0.33333333333333337
2017-08-31,0.02708306883333742,0.2222222222222222
2017-09-30,0.0648189356807599,0.44444444444444453
2017-10-31,-0.031992254875484384,0.33333333333333337
2017-11-30,0.016597168647947278,0.44444444444444453
2017-12-31,0.011992296883568385,0.44444444444444453
2018-01-31,0.06863678942286931,0.1111111111111111
2018-02-28,0.006633352374120472,0.5555555555555557
2018-03-31,0.005952834645706087,0.44444444444444453
2018-04-30,0.07960231758733845,0.1111111111111111
2018-05-31,-0.09167568445641296,0.1111111111111111
2018-06-30,-0.030924242384386715,0.1111111111111111
2018-07-31,0.06205525102943709,0.33333333333333337
2018-08-31,0.02823776669398471,0.33333333333333337
2018-09-30,-0.0733802141905805,0.33333333333333337
2018-10-31,-0.026513886801406202,0.2222222222222222
2018-11-30,0.02647015101409868,0.33333333333333337
2018-12-31,-0.16318494971843436,0.5555555555555557
2019-01-31,0.038644008238706735,0.1111111111111111
2019-02-28,0.029713688142157368,0.44444444444444453
2019-03-31,-0.09374416215182643,0.44444444444444453
2019-04-30,0.12822898356629922,0.2222222222222222
2019-05-31,-0.07341313212661399,0.5555555555555556
2019-06-30,0.04009066459342649,0.44444444444444453
2019-07-31,0.10816114426152412,0.44444444444444453
2019-08-31,-0.08895174941286649,0.33333333333333337
2019-09-30,-0.08746787581874986,0.1111111111111111
2019-10-31,-0.034067090846908586,0.33333333333333337
2019-11-30,0.0035054020169793805,0.33333333333333337
2019-12-31,0.060745428884201785,0.5555555555555557
2020-01-31,0.029508070923621548,0.4444444444444444
2020-02-29,0.10942445725202096,0.5555555555555556
2020-03-31,-0.06556489392293667,0.2222222222222222
2020-04-30,0.02448143531308819,0.2222222222222222
2020-05-31,-0.010135402338663039,0.33333333333333337
2020-06-30,0.061814940366485445,0.44444444444444453
2020-07-31,0.05890867065199432,0.1111111111111111
2020-08-31,0.038215865207656706,0.44444444444444453
2020-09-30,-0.004635521488754254,0.2222222222222222
2020-10-31,-0.19957913314069164,0.2222222222222222
2020-11-30,-0.027209525657004435,0.1111111111111111
2020-12-31,0.022885931546161326,0.2222222222222222
2021-01-31,-0.16815796434352467,0.1111111111111111
2021-02-28,-0.04441056368555172,0.33333333333333337
2021-03-31,0.024478743029823943,0.4444444444444444
2021-04-30,0.10421370156180959,0.5555555555555557
2021-05-31,-0.007572247309056023,0.33333333333333337
2021-06-30,-0.014578042290116807,0.33333333333333337
2021-07-31,0.03510548583881784,0.33333333333333337
2021-08-31,-0.022960947873415898,0.2222222222222222
2021-09-30,0.07672706614902707,0.33333333333333337
2021-10-31,-0.018040216053937956,0.33333333333333337
2021-11-30,-0.05412036847607277,0.2222222222222222
2021-12-31,-0.009377015339449247,0.2222222222222222
2022-01-31,0.00618074421589654,0.33333333333333337
2022-02-28,-0.014474181686871705,0.4444444444444444
2022-03-31,0.03432574903988926,0.2222222222222222
2022-04-30,-0.040503594568730684,0.44444444444444453
2022-05-31,0.04406435744478347,0.2222222222222222
2022-06-30,-0.045775719742036806,0.1111111111111111
2022-07-31,0.028318213085227213,0.2222222222222222
2022-08-31,0.05146633330286407,0.2222222222222222
2022-09-30,0.021465167719200585,0.33333333333333337
2022-10-31,-0.06924724043784013,0.1111111111111111
2022-11-30,0.03846274851630792,0.2222222222222222
2022-12-31,-0.0922376533806548,0.2222222222222222
2023-01-31,0.04416371149719002,0.2222222222222222
2023-02-28,-0.0639560404436403,0.2222222222222222
2023-03-31,-0.010565892004783585,0.4444444444444444
2023-04-30,0.03678090320987111,0.4444444444444444
2023-05-31,-0.016649536966908744,0.33333333333333337
2023-06-30,-0.05973391491587148,0.44444444444444453
2023-07-31,0.053859683537640535,0.5555555555555557
2023-08-31,-0.010238152929030632,0.33333333333333337
2023-09-30,0.007996576217319994,0.1111111111111111
2023-10-31,0.046639181996998985,0.44444444444444453
2023-11-30,-0.023861247359028438,0.33333333333333337
2023-12-31,-0.022559691596340085,0.2222222222222222
2024-01-31,0.09021496509201532,0.1111111111111111
2024-02-29,-0.04730545113422261,0.33333333333333337
2024-03-31,-0.0723901744061814,0.2222222222222222
2024-04-30,0.0005765332866103964,0.44444444444444453
2024-05-31,0.013904142700555946,0.33333333333333337
2024-06-30,-0.012001692592679228,0.2222222222222222
2024-07-31,0.01827486222591765,0.33333333333333337
2024-08-31,0.02544236749904718,0.2222222222222222
2024-09-30,0.03393051256416826,0.2222222222222222
2024-10-31,0.0445085778779244,0.33333333333333337
2024-11-30,-0.0015857522421368576,0.4444444444444444
