Date,AAPL,ABT,ACN,ADP,AFL,ALL,AME,AMGN,APD,AXP,BA,BAC,BAX,BDX,BEN,BLK,BSX,C,CAT,CB,CL,CMCSA,COST,CPB,CSCO,CVX,DHR,DOV,ECL,EL,EMN,EMR,ETN,EW,F,FIS,GE,GIS,GS,HD,HOLX,HON,HSY,IBM,IDXX,IFF,INTC,ITW,JNJ,JPM,KO,LIN,LOW,MCD,MDLZ,MET,MKC,MMM,MRK,MS,MSFT,NEE,NTRS,NUE,PAYX,PEP,PFE,PG,PGR,PH,PKG,PPG,PRU,QCOM,RMD,ROK,SBUX,SHW,STT,SYK,SYY,T,TGT,TMO,TROW,TRV,TXN,UNH,UPS,USB,VZ,WFC,WMT,WY,XOM,ZBH
2010-11-30,0.5967108867345956,0.04905315638417318,0.22844217784046394,0.15495832813504107,0.3801404128760677,0.05956682079585174,0.5582918367860867,0.06658014485304076,0.1297396901784389,0.21151725035399127,0.5189052833253487,-0.21256401637237277,-0.035319718511909515,0.12715022685033994,0.13752927826850647,-0.19324313043396246,-0.21305419254379354,0.019559920273132025,0.46388943437127983,0.18502940173306315,0.005768306579202687,0.4535554612390562,0.11897641511849133,0.17780323179422886,0.0021926520721571308,0.1197286317594739,0.2735853506994381,0.44381139608026676,0.13715885857638255,0.6939781569867725,0.540331596404227,0.49669851944080334,0.5136803698854018,0.6612944585252083,1.0185725857362193,0.2553001115533695,0.1534800601049926,0.17337004756486785,-0.04419999162263566,0.2705094763199103,0.08457381436116118,0.3517297942331279,0.349143707324133,0.21344788994036934,0.1729264541724036,0.3469405783132391,0.08134872250013281,0.022354795937559402,0.11673415379355312,-0.09462231169965107,0.1867105081684728,0.17499083845754515,0.11018065496689977,0.37123609700988647,0.21946771829797362,0.21194984143611872,0.29720978691838185,0.17441014321241233,0.22434678487772053,-0.21994491356005186,-0.01987740609259625,0.16602462571881027,0.010269375273609826,-0.007704372693950745,0.019737055998384045,0.11055106381792257,0.06515524522213911,0.12972464251135363,0.33522778257841535,0.47007323779222854,0.3722819042258436,0.4060609098385748,0.17946675815521518,0.11313219758123583,0.29526562013810764,0.5598278946058355,0.5189215488109469,0.30692753940020023,-0.00425504380814723,0.09063721689080273,0.15268964602100432,0.2075064947751446,0.08852031977404184,0.14266653369722526,0.15873415653593548,0.13942726336435673,0.2848762838660164,0.4014720123296891,0.29292713624937705,0.05118717272496931,0.24565077326075002,-0.046552142028373655,0.11492493292685801,0.21590218205760547,-0.04764377751520088,-0.09758409469131013
2010-12-31,0.556450371294045,-0.11766502361967301,0.07540243466901364,0.05983941429903461,0.14539939504000587,0.05271550054709695,0.6279824877618085,-0.06495127353377728,0.06618498927994909,0.05190161761038414,0.24716271332249518,-0.3072890864719039,-0.08865976494020689,0.06298011090243882,0.09586853337405965,-0.26931114049494553,-0.23297489079175593,0.021897595911767986,0.4857781372198968,0.23057364182554307,-0.06759701782466232,0.3965749957905049,0.14369673975859842,2.8859357181110212e-05,-0.18119625351713264,0.07627444915103831,0.2221693958050388,0.3717593661195333,0.07902562682030667,0.6158725632062336,0.33234179160095856,0.3659728544226817,0.5514434147532303,0.6130286555007962,0.7930260671790346,0.1997238799936385,0.014578129782124583,0.06994446846192459,-0.07095585392712211,0.1479084396810031,0.13337935838875836,0.32880741761999155,0.3615427535619766,0.14100874153194431,0.2829170841810331,0.3192235841601556,0.13609363325186385,0.006385905062079367,0.014025545133492523,-0.11540318055275589,0.13915328421614093,0.14673733663692756,0.05964362744617002,0.2783128807776081,0.18355929278400662,0.13540805071660977,0.26737876120122284,0.11227070932595407,-0.00717927334823143,-0.21968607149994168,-0.12322027880609887,0.013681228783664734,0.039631633615103024,-0.07931226343700204,-0.04924300441210738,0.0696543761504742,-0.06514210136200993,0.009578367717901326,0.2245529798725039,0.5109184005050647,0.3221910043641347,0.3539830434179285,0.03857668427851735,0.060134365631814735,0.2711357288593288,0.5550956868974293,0.41640664833157914,0.24414503256066777,0.04704105397742375,0.005442374272514039,0.11069850158029348,0.12113181346506163,0.24268304512447592,0.07685802389034202,0.2178889807996891,0.05914257119694599,0.2812419487828517,0.2850488333183798,0.2565107963334625,-0.0060115785138386,0.15465497703190412,-0.022818985241563117,0.013889380035480459,0.16957289380315266,-0.04834572167531248,-0.16748351550094998
2011-01-31,0.5306785709349984,-0.08268865182676088,0.1904034953660605,0.11651025394439252,0.24907561534037037,0.09033170687428149,0.5485185029578576,-0.029520673753321902,0.15053633277868594,0.07837145144421553,0.23574803276362344,-0.11157315936978285,-0.115707913625545,0.09377001683508834,0.06487284404102467,-0.15935664144322548,-0.1588888698154025,0.42900341618831894,0.685301227412001,0.26416317074040885,0.0032412265424790476,0.33129175278996614,0.2367874953322402,0.060964988594713665,-0.15497094086336338,0.22946169425365182,0.25694649598597197,0.4371949277605911,0.14648352313655333,0.6854693538849561,0.4343722583791694,0.3784488345100736,0.640872174918343,0.8616004150179686,0.6790004198341655,0.17743647927721273,0.24290281567239824,0.0350467809599011,0.005423276252000786,0.24953806567327974,0.297931013436153,0.3945674907388401,0.355627721081897,0.1426121946961083,0.2950420997692127,0.380535420352178,0.0626954476509316,0.14346751824813242,-0.005869413412146085,0.02307536761361506,0.1902003663867693,0.21472917244577272,0.09165986286265126,0.26942794441688234,0.20391475157815786,0.2792077744950978,0.32170194220115356,0.07068767712282331,0.02911973260567824,-0.07389187287020849,-0.06524585634756341,0.024361538643512315,0.08111197377976476,-0.027680790077407535,0.05356957310932997,0.10691779841314131,0.0031508110183247062,0.0936398385087831,0.17159444623175624,0.6276437984318453,0.1516579738030015,0.4822980178373941,0.20531045627331612,0.09006819209838057,0.32542493728269006,0.5612791490177149,0.4124146949942322,0.3863859129529741,0.06534952196479904,0.07897596941080565,0.07948393582690261,0.13918571940091473,0.26319647336257757,0.16083044707698635,0.23737854760948585,0.14838456829835822,0.2707544569501139,0.19910708641532593,0.3026743658996758,0.2079934035100488,0.22558628933583025,0.15622706112455553,0.03219547673743328,0.19739404875501654,0.10128903959123248,-0.0918628728056805
2011-02-28,0.7667396115663376,-0.11645946735582502,0.2792816072336777,0.21310314661718088,0.21715987470546905,0.06893696113653158,0.688354214281327,-0.05813905044170431,0.17783598780993803,0.17241509836028812,0.17519003698711333,-0.09282839314322322,-0.13688440748833164,0.12315814219848376,0.2289916151764786,-0.05145672146544422,-0.1911935195234148,0.45180738410582877,0.9002890701985915,0.279446275074017,-0.01516796091115935,0.4663206927165391,0.2677299818849084,0.06406342892508432,-0.05874474027212484,0.3654121365824077,0.293595869587318,0.5294394542697662,0.14738639632280037,0.5481194900203348,0.6881226555059294,0.4559075809488313,0.8129566375810129,0.8810534566950845,0.47140163821331216,0.3014567177583829,0.28776277878196144,0.0051185855345667886,0.1106284483381772,0.3535274297067166,0.3218314850487658,0.49062700314289254,0.31881834900063244,0.3489624159177498,0.3659743695084694,0.46559829500209493,0.14032207992406542,0.2610118837671138,-0.015612922990949518,0.15977694978564694,0.19501329406840617,0.2622384471968715,0.1669316303524051,0.2185210780794593,0.1477307018486933,0.3186118336364885,0.24963801309556088,0.12032893117051491,-0.09351822969096157,0.10589898563349087,0.004525737117280437,0.1410303670543429,0.05192970903814165,0.16475704398283852,0.15158227027355764,0.11120131788909049,0.017535978882378567,0.057442463215408246,0.28103376213024345,0.6250720197187525,0.3144817768789463,0.48245466115726376,0.25698404498047345,0.4073578879699289,0.23152140203883098,0.7176903737292244,0.4668224979842788,0.36496830333017294,0.09061732975010894,0.12200628691899551,0.07747182594272184,0.17873340229610823,0.08670312503648558,0.2409534995289484,0.3562943192419321,0.14118389249668928,0.5336478397473292,0.25905497754133067,0.2765429998225184,0.08541357175861863,0.3721688947146793,0.14831384923557978,0.0735561941977525,0.5833777528977813,0.2860675510303554,0.05042598854410807
2011-03-31,0.7261759314515086,-0.08217129728173089,0.31218280866860737,0.24133286829030665,0.21775601828006863,0.04482611422068827,0.6211269753831397,-0.09326997949308957,0.37560768387171395,0.16120818017319416,0.1674349416851817,-0.1397038379636949,-0.04296891303513983,0.048438299982033195,0.24577826345441123,-0.04509946221277028,-0.07493539287563367,0.37647021360889066,0.8462595636678567,0.295005773534625,-0.02805914490756245,0.5987198329949999,0.24275711015087387,0.042177544281712276,-0.2371558252565258,0.48553642133189356,0.3707663041389646,0.4502825447614114,0.17005031161964324,0.5858435327087899,0.6120028963342645,0.2922593439215604,0.6699460453193915,0.8521179856803667,0.28194162478384754,0.44797155631730945,0.34020480736537917,0.06288696610771649,0.057337360875622245,0.23827014216941356,0.16985509015511768,0.47990666131151083,0.3522416458889557,0.2967357923106222,0.47159087255638066,0.38173135495100485,0.07855873819984072,0.22131708834552066,0.011038051502593182,0.1179495255669929,0.2506292936585359,0.35148015335162053,0.12440694693383647,0.22353785194140063,0.16303571103557601,0.3242994157027286,0.3177724390058947,0.17958763940410427,-0.07854064445515052,0.060966397659067084,-0.05242680716276482,0.23165218407221055,-0.010615575911173125,0.1991325373750863,0.1718392676472058,0.045829700318923194,0.143672143218047,0.02722947129815223,0.3022246493171883,0.5011773999090166,0.24054485715131446,0.4784977895244722,0.2831478942438028,0.6531494350670588,0.10721833384249946,0.6560852832865267,0.46511856216344194,0.3206081925364095,-0.0032569476526369545,0.20571347393231143,-0.004801313126412965,0.24251671881849157,0.0377127625390874,0.14455640020728455,0.34901255787208996,0.1712449297734444,0.4863413177590399,0.27281241131397227,0.29203237485497024,0.13604978420838054,0.44633576712995593,0.18791499396256706,-0.016534365758401504,0.6571390040673468,0.3497387070375204,0.08738863006473241
2011-04-30,0.4830217152311631,-0.035616287254216505,0.3350071226292817,0.19107731381122428,-0.005382884183539716,0.010840347821088114,0.596321123686739,-0.10678476190978847,0.2502646100383812,0.11017841589295974,0.04257234166863366,-0.25091581951385644,-0.05201708972930308,0.032532884421230035,0.1378560021829478,-0.05237854989070434,-0.00415508778988416,0.0913581223620279,0.8129725602247309,0.2652680812488233,-0.027533869606898853,0.3394510481266706,0.2440395902946484,-0.04089137033675405,-0.33883721690169455,0.46744071153320177,0.3013091881630132,0.43662035532385346,0.17668507493904673,0.5003287235626099,0.59944167895574,0.1901928628799363,0.5026969705917468,0.7597087867433712,0.18615746541025158,0.40450896210597365,0.13343883781448795,0.06402865805854407,-0.06179369379421995,0.1804652977971668,0.19741098525765666,0.353664202387187,0.304629554924563,0.2951666519997882,0.3417897870444393,0.3338401365419421,-0.06628996895669126,0.16527238811998024,-0.05789920628270706,0.03524990617656254,0.2430183441540048,0.24989388912517407,0.1107490324170104,0.17724937574700328,0.07666464819221774,0.05018616726994618,0.27964750203520294,0.14689274933776875,-0.0767368455020151,-0.06040623039206683,-0.11400988247275856,0.1863007228521083,-0.06068407964848388,0.04967840163302206,0.06601496371529558,0.0034606877095315625,0.23543362399366785,0.003764413832718194,0.18673692813321496,0.484702226385032,0.20519882315301885,0.49874857407425655,0.03980402019910745,0.3299147976640482,-0.0573451062852538,0.7147512681238977,0.5495006474843536,0.264865623012728,0.00041141976628633614,0.07578076341673956,-0.027341045874943348,0.2867295559767391,-0.03272163411848272,0.07989900642305159,0.23327874236176283,0.13334331034012292,0.43720934641002973,0.40437388352269177,0.18659738700019046,0.03248234793930482,0.40807570092934164,0.028119891130051533,-0.04100245954255599,0.49038043923185026,0.28839927020588596,0.022466672084742623
2011-05-31,0.3410316436357159,0.054688719571301725,0.33287162904798206,0.2938828041215069,0.1280698272620926,0.0645025329653377,0.6059466534472833,-0.008026604191599063,0.27548695024495573,0.08273812768075683,0.1278657151741327,-0.3091465547600256,0.23643114341311366,0.14893252408874735,0.1264618857517521,0.09320290526471675,0.08866273932130819,0.050343066763796074,0.7308945847311268,0.2931295340731006,0.03061615862963274,0.3519067934428872,0.38711749834498743,-0.032474767604589116,-0.3471455763961768,0.39114402394641967,0.31323764403400856,0.3311325746034042,0.094983831861851,0.4862367316555314,0.6435240289612048,0.1930640478937642,0.4255878734443852,0.6753978009758341,0.18817142502197615,0.2683407841543497,0.11559581840776478,0.11806257314230417,0.04976012445180533,0.08659692082578552,0.23154370756802467,0.32379104520251434,0.2615185198615766,0.3469358677553258,0.23117630868802785,0.29425723326935316,0.04533624824482163,0.17427393873265173,0.05960291246024685,0.08154741464205073,0.300659649895173,0.29715660490755336,-0.013331018966201036,0.1451734477382245,0.17815968756844613,0.044564905738516236,0.2727915453561067,0.12381655732372132,0.07178001137325207,-0.12809166648538484,-0.13253543907874943,0.13049306445294206,-0.07003828959238612,0.07253728112976754,0.11549601540268739,0.0887245224263522,0.3083853828260681,0.07705955326389025,0.1708933499002696,0.3841302143944836,0.1844061349844286,0.38499700771008105,0.019317918352369068,0.5021548533852338,-0.06795297388056376,0.4651678459855719,0.41228136986654995,0.07433604672163052,0.07531999039212356,0.039933351084951996,-0.05051251592887729,0.29369993672457717,-0.12162788726531792,0.08520284463894967,0.13970184055302948,0.28179166329096916,0.3888094181350139,0.6471701852215817,0.11508786271152638,-0.024881413829714316,0.47779790436875125,-0.11290466388533749,0.04999561532355079,0.2731377974604068,0.33165322808551445,0.07125231284736433
2011-06-30,0.3540560257977481,0.13910082752605524,0.5573353588249179,0.3916331589658777,0.10306382527060531,0.05292846871444712,0.6160144608588582,0.16917712937863305,0.4116853481177938,0.3167749004272977,0.24428011160934182,-0.25118954899048107,0.4461892838850243,0.25368589187634427,0.3327364288953878,0.2569990003361913,0.18677679371552292,0.03939836222582649,0.7781901418665187,0.4318013938985148,0.15177996518884007,0.42277811557264844,0.4338098797048102,0.0023353423040330945,-0.27207072968152923,0.4678819956038127,0.3763807025126298,0.5275389936992108,0.17780845250723942,0.7768655134580962,0.797465179116917,0.20388842942284868,0.5167937328016889,0.7559864056969967,0.27195214869192075,0.17761894637937248,0.2358870955597585,0.1514168697708782,-0.01525509336744968,0.1040848029498973,0.4429530570767055,0.4274802032494265,0.2228205466799278,0.37284240754151776,0.24478176994589274,0.46922370446023254,0.08468048619433621,0.2682658957868953,0.19602519352600667,0.10258128221387719,0.3395019698075197,0.39266125889635606,-0.0057537474289802715,0.2575593001075889,0.26945016869428495,0.1082746573379414,0.33423572248997546,0.21939233729566987,0.13953312785970273,-0.10203177343988612,-0.007199961095629592,0.20724141904695492,-0.017872075927384157,0.01801010252864299,0.17986231372127537,0.16560838225948382,0.46802039727090006,0.13138661119757056,0.18490657757722895,0.4679734937889204,0.3493924235918302,0.422836332900393,0.1290173870514224,0.6743286820021106,0.024010154605329292,0.5874961363891968,0.44543276622545824,0.16793728662164042,0.2049416797197936,0.1913273331982519,0.11926186200002298,0.4070170407209792,-0.07422295003151025,0.25720399910002056,0.30470214725599765,0.28976684138921915,0.4696602846764042,0.707663482454542,0.20428717443166655,0.0801967415735092,0.5169865641138514,0.00028945076112529833,0.1197198185876649,0.39531960907030794,0.41456749381140257,0.2115142699336261
2011-07-31,0.33451288911975263,0.16629480981154643,0.5916219952710065,0.3487400651278241,0.11860231476958494,0.09215368019539882,0.6871222028299464,0.10931548926754897,0.510316891398608,0.32381094528376697,0.20576649811890868,-0.2347897419149686,0.5044977477930523,0.3004649764999352,0.5361121292924653,0.3742820724803133,0.19137924485768143,0.10772032398480902,0.8098367803407724,0.3147832164746982,0.14041595090143133,0.487623407082606,0.5003423498148967,-0.0039890467573520105,-0.2649145446037747,0.5663574391428945,0.429930037046111,0.6547648466200746,0.27235115520019226,0.9064212438990062,0.9560002032364621,0.31954451589780164,0.614424737740997,0.5562298235838781,0.36805567370397374,0.15587763208515248,0.3481546689823951,0.08047195618599168,0.02344082472727327,0.3302792535289545,0.4479540297497089,0.565317993404364,0.21798688774984876,0.41423168558938683,0.27356314639229273,0.5440288176357693,0.17596898958789953,0.4046906124948171,0.16712452064818772,0.12862277998899985,0.3819063083125649,0.45508760304807927,0.16363974369428735,0.3201768086302834,0.3043408208012237,0.18220377421741918,0.3389297070361119,0.23042971384793898,0.053945311719183486,-0.0010699908871701913,0.15724211195829252,0.2248588087670491,0.006798033708894424,0.11508141149235707,0.2331965614584508,0.1905529524206817,0.5057486342217894,0.09333123730700277,0.22451060957420554,0.6430833802787126,0.3049678580241342,0.5445974212719464,0.2106134299462381,0.7573080337435667,0.017924347283159836,0.8037288805536471,0.6530313585399901,0.23506354224596704,0.3448401843578741,0.18710788767865227,0.13031140751062908,0.40669711250620777,-0.027613908233297013,0.3127421979392342,0.38688232408503964,0.21737886690606434,0.4337580034358328,0.8402402069580504,0.3184241710916471,0.15735685863640914,0.502020049219708,0.10877750654940743,0.13335848772954217,0.7129362098446015,0.4610712932066958,0.16928763588207252
2011-08-31,0.5179001065276323,0.08396380972896988,0.5189958728567947,0.2860107518018886,-0.0425532228902874,0.008837616153448247,0.4483209175576748,0.003117558848926283,0.2519783564423401,0.13951195546063366,0.05842115583751828,-0.3061280274147299,0.36133868055005847,0.24018831071457125,0.2729256977495018,0.1642383019080984,0.27857142309753247,-0.06440250072460607,0.44286984454516487,0.2895309907313153,0.09796595191180657,0.2569056715211382,0.39721600645191457,-0.04840976778852113,-0.3026965036625221,0.4107421008691152,0.28072029949676214,0.2857281714647264,0.03608887205569511,0.7022011257490535,0.5767651632613828,0.015595274895641387,0.25492021398317166,0.23442915463601555,-0.043852398142706805,0.054250534659268546,0.14523325337832338,0.12665343185876865,-0.09663939952613576,0.2631015335544036,0.3132955618062214,0.27019397421673763,0.23312866680784827,0.4416985650204728,0.4119850199427353,0.37434102025633176,0.1188375413818219,0.17513850536018083,0.15575192994354792,0.018348503690449602,0.270227430270946,0.21776563930777204,0.061333662288676205,0.27904350439294223,0.22014361328215437,-0.0030115829860444254,0.2667639174045511,0.04385420868364154,0.034387231474696245,-0.16911657373003497,0.08725217522301687,0.09803101932144931,-0.022492460516696733,0.0289348198029884,0.13151654249410671,0.016493109798458416,0.3376550167663672,0.03752995696906436,0.07434570259814866,0.29169121489856087,0.1408424396078889,0.24566378652922305,0.04635360661233956,0.46185332575326865,-0.07778963659352556,0.35247319719663683,0.6410043043528195,0.13705808574188816,0.0747946740965666,0.18149078465349455,0.02298813623920748,0.21605527220257414,0.02260966632103889,0.3395012859376292,0.20157430498808826,0.12226380580234975,0.2245405305288395,0.6514619487578293,0.09522446007178842,0.10563224715771447,0.28107994016108506,0.019233417838996347,0.05566947014719914,0.2523061117583003,0.36987602560044297,0.13266671831844157
2011-09-30,0.5830109470797753,0.10325393539542183,0.49077327029136186,0.3356323860685695,-0.1819382560637255,-0.021979227407915247,0.37142726987459507,0.09134532564490572,0.13255801435747938,0.26742826582204193,0.12014197518782677,-0.3413321588676602,0.3476495628639309,0.2179090401439474,0.25304674835931373,0.19390338519661898,0.30635840752561116,-0.1626471774913899,0.4227172358149893,0.2342557632777118,0.2521967825280964,0.28156222033158596,0.40695746880795314,-0.11587807631658287,-0.2103751486403811,0.37720103897778157,0.2630590067159073,0.31017380679719464,0.146069873866846,0.7592175360553952,0.37442697042197404,0.023854732492001984,0.26970673821411273,0.31057836991172016,-0.015057411033048362,0.0975937761593797,0.1610439924363829,0.08156153042663838,-0.142788977121729,0.23564838700082658,0.17348371167345777,0.2550242020006279,0.2952859584448342,0.42037758652326884,0.44345934717810054,0.29472371512417794,0.1783439801886022,0.15783335102944318,0.19517749638118254,0.0475363797975461,0.2976678606223535,0.16788141600300222,0.0024176823715178486,0.27530343144794456,0.21376959283360786,-0.0919056593927039,0.227517525964416,0.08297090404044738,-0.016801368496703994,-0.2856191880338359,0.16187137264523743,0.09809635106118719,-0.14797374640986904,0.015840314125003863,0.12920697015068017,0.04263787201365288,0.24346861865303415,0.1013136498244771,0.03858937729514267,0.2620879546379411,0.16756686969858614,0.19511839338569326,0.01369412103200629,0.3646545714905671,0.02753818941264785,0.28057198325592103,0.706572234362882,0.0961691632995112,0.021356854742437648,0.1450104924968505,0.05227340108441436,0.13590665939251378,0.03072669839017128,0.3041312586113958,0.24605151059125308,0.057811097748943,0.15709496219600583,0.5179403144620842,0.08718175642395298,0.1314782345212817,0.2921266784662948,0.12407472217348703,0.08910271831401362,0.17702439221534094,0.2823650937602942,0.2060632794763244
2011-10-31,0.34385832865956223,0.014823083908318324,0.2623153331003296,0.15507473660310422,-0.3073893353966657,-0.22727638283965435,0.04154741745967394,0.0027194057894186496,-0.0542218111497863,0.08595750932899704,-0.06866591513356624,-0.5310853967772209,0.20436092212363377,0.009757373343023623,-0.09741484552755786,-0.10570054131415962,-0.035889113037785525,-0.3444239866015779,-0.043939286792118226,0.06326715373750424,0.18574641038926964,0.17885063124101785,0.28898518323000144,-0.06407818651908592,-0.28706157311642655,0.17917062688993712,0.03456545923686716,-0.09001897606107467,-0.023154256661070294,0.4031450127142895,-0.05259622930274821,-0.1950952070798505,-0.11605134654795424,0.06308724041817615,-0.2099671445545428,-0.09730738944461559,-0.03246054970854628,0.08668867870602948,-0.3395212866384444,0.06851376782725294,-0.0499687807181709,0.02463447723749823,0.2775262340612583,0.3262451304720493,0.11746597304939943,0.1808735671149715,0.1496294462975567,-0.0911465178378974,0.06461746772523247,-0.1974843788690187,0.18740533681334726,0.05644654508994451,-0.11497503960200417,0.21466225420431218,0.12710218651140837,-0.25873454627281767,0.12444925848507782,-0.15124104490176105,-0.07080768156693373,-0.44827454746429596,0.04189987700639297,0.033133873154514326,-0.2567658888080293,-0.14118708355428233,-0.0007094296573209036,-0.03961407765348823,0.07329884754385696,0.08719931461219654,-0.08760861128606423,-0.08375866250309572,0.03394840903819962,-0.0029780046574438,-0.11645145111818378,0.09443630860462426,-0.1225235103409602,-0.07360709523332964,0.4820540195320582,0.007478526091067916,-0.13399904996064815,-0.0459391740547066,-0.06740509414550155,0.07505883511002143,-0.06347449149273432,0.05764419807616594,-0.025689526836171317,-0.038207231685651544,-0.0020821818869968256,0.3306824618003623,-0.0253699860444927,0.10726542437762498,0.1911974586805396,-0.02612434680503306,-0.004424115232031012,0.011261669903191773,0.2037085718763667,0.021975837265829412
2011-11-30,0.3448731057547747,0.0891329876353093,0.37502441236848205,0.21108927697454227,-0.173272546543921,-0.11096889973181945,0.10340944671309571,0.006861934423917804,0.03977931193323503,0.24043891715677357,-0.04617157860547527,-0.4012728965155793,0.10490465021476925,0.0571195017656716,-0.06213220816368148,-0.050734646619863266,-0.07824726298077256,-0.24206076707944046,0.22432191718485006,0.24099325728703214,0.2036192889074162,0.15816366247673397,0.33804346932669294,-0.0507359891659217,-0.18024784063502053,0.3127492255635391,0.11704239148247009,0.06618689476151474,0.10672176965923352,0.397179152750776,0.023154852644919455,-0.10066085627021282,0.03636427068830961,0.1800969855893262,-0.1733899157266242,-0.027193276662295762,0.07751014747852958,0.058804854443136545,-0.31334073288352127,0.19313620038202384,0.005614482141779842,0.14046970841266315,0.1867975233890975,0.3080203104954309,0.20063373854207045,0.2304426813551146,0.2659743703366415,0.09360711401701494,0.0462611280306493,-0.056244882650143935,0.145933031821202,0.1354185852489016,0.00633112104898359,0.2304000993185782,0.1292120713783662,-0.11289017617667785,0.1249155296214941,-0.03814077148919637,-0.006159656084181342,-0.28444343065693445,0.02361749545644698,0.06591301435480057,-0.164200888112234,0.024936338838523975,0.09380302795449769,-0.006272496919822346,0.1524366525803622,0.03926002971181686,-0.03677609819878558,0.08323575613682843,0.09762193712880518,0.15726125164690474,0.053042585070940174,0.16050580724872043,-0.11201757833718251,0.10763257738002818,0.5061217862728511,0.15455591896420517,-0.019164336818666694,-0.0191751777745488,-0.023769773469928035,0.10925996342941358,0.07576630300709941,-0.022364548699281506,-0.02387355268152247,0.08698740743575595,0.057267589178984446,0.3485318799363508,0.07359034771200301,0.07536512196236655,0.20010296943707528,0.00841423445705769,0.07498037738400809,0.13612984742422496,0.2027147452560807,0.10940094206080908
2011-12-31,0.2283461594801235,0.21693933158580014,0.3642723306521207,0.18026917931898967,-0.13400755700856526,-0.05120437855573834,0.09260454958995279,0.11049009208426419,-0.0037263237952844808,0.12927769567642433,0.10351116962244955,-0.5003633824943061,0.08907714972727598,-0.03384571054106822,-0.10849237424227198,0.08572732606329736,-0.08099688080170442,-0.3451620557799995,0.17867357863449151,0.21432150960709007,0.22774410983111215,0.15260393181441967,0.2764866990243602,-0.0047744101224532765,-0.016138859623708535,0.3099007342256348,0.12057842097819504,0.023959323018733603,0.2091073925032798,0.5897873500645705,0.04182673134955506,-0.02472882777452501,-0.04195926817956597,-0.004972902630114628,-0.33500625301892184,-0.0981994617668086,0.038237379630709833,0.16712094132767885,-0.37891505416194116,0.33708686079672434,0.07378054999794736,0.1175383492749067,0.2639303844920815,0.351473883643066,0.17100145636957031,0.05290289268330972,0.21892416497035638,-0.01996624748997322,0.08976966485727256,-0.1539747238412913,0.09501014020412324,0.1303170918198655,0.08061022597453626,0.2568328460134186,0.23783147607534438,-0.15689260606121413,0.13302866814368586,-0.009952596207627895,0.08482207692261445,-0.3899957243375902,0.03957221490004148,0.1397822595328888,-0.23320517994073553,0.08330391306860441,0.06204812140922944,0.02910172535361788,0.2830715932240353,0.0916083736158102,-0.005851422116606386,0.050097422561982574,0.042609224349787755,0.1556411144014549,0.02875505498568054,0.18865870345886737,-0.18466344426451542,0.1591814719562148,0.44240755871477955,0.19167767436519467,-0.06923066750524398,-0.012315501282510133,0.020347425769973837,0.1255811098177464,-0.05448716290747457,-0.07097949404295201,-0.006464822077841492,0.0713513451370682,-0.03702955612483749,0.3528128345965378,0.05352389652939449,0.1084709124221479,0.2424208385276556,-0.033241710882291775,0.11794828010908143,0.03694440025932111,0.18383155006885632,0.026187145206616247
2012-01-31,0.255581194443252,0.2177618813121498,0.11992830307036995,0.20142432908603358,-0.2129399640513614,-0.11359375153422446,0.07899465910030501,0.18173344007518089,-0.03789284826576267,0.11657723839859635,0.15147002072820448,-0.5812146807807071,0.0006744382793963943,-0.09688913849524561,-0.10917218262436479,-0.036128501165204385,-0.2945838795911244,-0.443293659382505,-0.014527984780098868,0.1450133187778,0.18076374852576005,0.10482029378450552,0.1674282510332139,-0.009694603814223712,-0.09617150946125841,0.20280033228678507,-0.0009024326182976994,0.013992083114142018,0.1625944019292247,0.4051156506889808,-0.04826138269038538,-0.1623187863016683,-0.11814359742642921,-0.12543299338453917,-0.35914261181312424,-0.022240733730944373,0.013381489801804758,0.1719347294163558,-0.4559764261395469,0.2349626017044566,-0.06960677402681636,0.04887185605212463,0.343723383789007,0.2741193313399528,0.11181736098344008,-0.03794581153967391,0.19396431889872168,-0.10035036016894239,0.09889460480696188,-0.1991801622449062,0.0945866576526102,0.14242334831082815,0.03387198020993809,0.34660629091083983,0.22636379895569192,-0.2831225961429392,0.1096763678154038,-0.02836472233473397,0.09560044442364868,-0.43904030625806945,-0.045157218248845,0.21864110660061353,-0.2651253837511942,-0.06287224984181383,0.014303640019834196,0.04761868739099118,0.287840897030583,0.07063586919019316,0.0020031818661443435,-0.10077199917738733,0.007075667160339361,0.019626985584633827,-0.12107062314737005,0.12247904006726773,-0.26674346122760173,0.045173296704569044,0.4536556662033002,0.08502066143784015,-0.11408818540353483,-0.06123462519029055,0.03503827572253693,0.11095628030725058,-0.1297922777673659,-0.18768050095835032,-0.0981287655993015,0.09310012007212287,-0.08876083237632659,0.4218902515112508,0.0383915200687317,0.022775301012883276,0.1819199341254667,-0.09536056826990302,0.13844813124452293,0.016611681476780937,0.18667681996523333,-0.004843404604698676
